timezone,temp,humidity,description
2025-03-02 15:37:16,2.76,93,moderate rain
2025-03-02 15:45:12,2.76,93,heavy intensity rain
2025-03-02 15:53:23,2.76,93,moderate rain
2025-03-02 16:09:36,2.76,93,moderate rain
2025-03-02 16:31:09,2.76,93,moderate rain
2025-03-02 16:43:05,2.76,93,moderate rain
2025-03-02 16:51:05,2.76,93,moderate rain
2025-03-02 16:59:03,2.76,93,moderate rain
2025-03-02 17:16:46,0.46,100,snow
2025-03-02 17:30:17,2.76,93,moderate rain
2025-03-02 17:38:45,2.76,93,moderate rain
2025-03-02 17:46:49,2.76,93,moderate rain
2025-03-02 17:54:42,2.76,93,moderate rain
2025-03-02 18:14:33,1.76,100,moderate rain
2025-03-02 18:37:49,1.76,100,light rain
2025-03-02 18:47:46,1.76,100,light rain
2025-03-02 18:55:52,1.76,100,light rain
2025-03-02 19:10:35,1.76,100,light rain
2025-03-02 19:21:59,0.25,98,snow
2025-03-02 19:29:46,0.25,98,snow
2025-03-02 19:38:06,1.76,100,moderate rain
2025-03-02 19:46:19,1.76,100,moderate rain
2025-03-02 19:54:15,1.76,100,light rain
2025-03-02 20:10:55,1.76,100,light rain
2025-03-02 20:27:09,0.76,100,moderate rain
2025-03-02 20:37:48,0.76,100,light rain
2025-03-02 20:45:44,0.76,100,moderate rain
2025-03-02 20:54:10,0.76,100,light rain
2025-03-02 21:09:30,0.76,100,moderate rain
2025-03-02 21:24:26,0.76,100,snow
2025-03-02 21:33:11,0.76,100,snow
2025-03-02 21:41:19,0.76,100,snow
2025-03-02 21:49:25,0.76,100,snow
2025-03-02 21:57:26,0.76,100,snow
2025-03-02 22:16:07,0.76,100,light snow
2025-03-02 22:32:02,0.76,100,light snow
2025-03-02 22:41:20,0.76,100,snow
2025-03-02 22:49:38,0.76,100,light snow
2025-03-02 22:57:37,0.76,100,overcast clouds
2025-03-02 23:15:59,0.76,100,overcast clouds
2025-03-02 23:27:42,1.76,93,broken clouds
2025-03-02 23:36:30,1.76,93,mist
2025-03-02 23:44:42,1.76,93,mist
2025-03-02 23:52:46,1.76,93,broken clouds
2025-03-03 00:41:03,2.76,81,broken clouds
2025-03-03 02:12:03,1.74,79,broken clouds
2025-03-03 03:02:25,4.76,65,clear sky
2025-03-03 03:32:57,5.76,56,clear sky
2025-03-03 03:47:58,5.76,56,clear sky
2025-03-03 03:56:04,5.76,56,clear sky
2025-03-03 04:18:36,3.08,70,broken clouds
2025-03-03 04:37:48,6.76,57,clear sky
2025-03-03 04:47:48,6.76,57,clear sky
2025-03-03 04:55:50,6.76,57,clear sky
2025-03-03 05:14:28,6.78,49,scattered clouds
2025-03-03 05:32:17,6.76,57,clear sky
2025-03-03 05:42:43,6.76,57,clear sky
2025-03-03 05:50:47,6.76,57,clear sky
2025-03-03 05:58:39,6.76,57,clear sky
2025-03-03 06:29:31,5.76,52,clear sky
2025-03-03 06:47:30,5.76,52,clear sky
2025-03-03 06:55:21,5.76,52,clear sky
2025-03-03 07:13:48,4.44,52,broken clouds
2025-03-03 07:28:17,4.76,52,clear sky
2025-03-03 07:37:23,4.76,52,clear sky
2025-03-03 07:45:26,4.76,52,clear sky
2025-03-03 07:53:17,4.76,52,clear sky
2025-03-03 08:13:32,4.76,52,clear sky
2025-03-03 08:35:25,4.76,52,clear sky
2025-03-03 08:47:37,4.76,52,clear sky
2025-03-03 08:55:27,4.76,52,clear sky
2025-03-03 09:15:44,2.33,52,overcast clouds
2025-03-03 09:33:01,3.76,52,clear sky
2025-03-03 09:43:38,3.76,52,clear sky
2025-03-03 09:51:42,3.76,52,clear sky
2025-03-03 09:59:50,3.76,52,clear sky
2025-03-03 10:25:34,2.76,56,clear sky
2025-03-03 10:41:31,2.76,56,clear sky
2025-03-03 10:49:32,2.76,56,clear sky
2025-03-03 10:57:50,2.76,56,clear sky
2025-03-03 11:15:49,0.92,51,overcast clouds
2025-03-03 11:27:22,1.76,55,clear sky
